doc_id,hotel_name,reviewer_score,text_excerpt
217,25hours Hotel beim MuseumsQuartier,9.6,Centrally located Modern hotel Great services
218,Hotel Wandl,9.6,Great location helpful staff comfortable bedroom and good variety for breakfast
219,H tel Diva Opera,9.6,Amazing location Pretty happy really
220,Negresco Princess 4 Sup,9.2,The breakfest was amazing all the little thing was wondeful The showerroom very bug and the bad very comfortbul The crew very kindness and help us evetthing that we need
221,Holiday Inn London Mayfair,8.8,Queen size beds are to small for two
222,The Marble Arch London,8.3,Great location Helpful staff Small rooms
223,Baglioni Hotel Carlton The Leading Hotels of the World,10.0,I was completely satisfied
224,Mercure London Paddington Hotel,9.2,The beds were very comfy Very good location to Paddington station
225,DoubleTree by Hilton London Docklands Riverside,7.9,Fire alarm went off around 3 4 times in the morning
226,Hotel ViennArt am Museumsquartier,10.0,great location U bahn S bahn museums parks grocery shopping street etc clean
227,Radisson Blu Edwardian Kenilworth,8.8,The staff were very friendly breakfast was excellent The day before we left we were asked if we wanted to store luggage on the day we were leaving which I thought was a nice touch The room was small and the bathroom w...
228,JUFA Hotel Wien,5.4,facility accessibility cleaness price
229,Hotel Arena,9.6,Location and feel of the hotel
230,Novotel London City South,7.9,Modernised rooms Poor lighting for applying makeup
231,NH Collection Amsterdam Grand Hotel Krasnapolsky,9.6,People My baby with me
232,Shaftesbury Premier London Paddington,6.5,Close to Paddington close to West End via tube Breakfast was a bit grim cold not very well presented The single room was very single
233,Mercure Paris Terminus Nord,10.0,Nice spacious room with a good bed Just opposite Gare du Nord which is very convenient You drop off your baggage and be on your way I requested a room on the 6th floor on the street side and had a lovely view And some...
234,Park Plaza Westminster Bridge London,8.3,Room size x comfort x bathroom x view Bar snacks x dreadful and extortionate
235,Amarante Beau Manoir,6.3,Excellent location in a lovely area of Paris Poor Wifi Old mattress The Shower was clogged
236,Park Plaza Westminster Bridge London,4.6,Bed was satisfactory Good location for attractions The room was dusty in places and the glasses were dirty the shower water went everywhere which was dangerous for me and my partner The view was a disappointment consi...
237,Starhotels Echo,9.2,Perfect position very close to the Milan central station nice and cozy
238,London Elizabeth Hotel,6.3,V friendly staff Water only just lukewarm not hot enough for bath shower Took payment in advance when should have been pay on arrival
239,The Cranley Hotel,8.8,Great bed toiletries comfortable cozy friendly staff room decor was quaint lovely Neighborhood was really nice Elevator only goes to 3rd floor No luggage to room service on arrival Shower head was old and splashed a b...
240,Hilton London Canary Wharf,7.9,Very helpful staff Didn t think that the buffet breakfast was that good for the cost
241,Holiday Inn London Mayfair,9.2,The location of the hotel was excellent for sightseeing and all the staff we encountered were very helpful and friendly The hotel had a nice friendly atmosphere and there was a varied menu at reasonable prices in the ...
242,H10 Art Gallery 4 Sup,10.0,Location was outstanding restaurant was only for breakfast and very expensive
243,Park Plaza London Riverbank,10.0,We loved the room the view was fantastic across the Thames bed was comfy pillow menu was fantastic spacious room hotel staff always wanted to help always somebody at the reception or main door to greet you wish you a ...
244,Mercure Hotel Raphael Wien,9.2,a Cleanliness and facilities were very good b Breakfast very good and decent timings c Close to transport restaurants etc d Free WiFi e Luggage room available a Most receptionists never acknowledged guests on their wa...
245,Holiday Inn Paris Gare de l Est,6.7,Location Staff was unfriendly
246,Shaftesbury Premier London Paddington,4.2,the room was cold and the bathroom heat didn t work The staff wouldnt help me nor discount my room Apparently the room was double booked but they wouldn t give me an upgrade or refund my money The room was cold and th...
247,UNA Hotel Century,7.1,Location was good Room size was decent Poor Wifi connection No more than one device can be connected Frequent dropping of signals Room Fridge was not cooling at all
248,Park Grand Paddington Court,7.1,Location walking distance to paddington station and Hyde park Small room
249,Hotel SB Diagonal Zero Barcelona 4 Sup,7.5,Bed was comfy and hotel very clean The chef was terrible disgusting food Although set ok was beautiful Wasted 62 50 on the worst cuisine ever Other than that I can t complain much however I thought the staff were not ...
250,Comfort Inn Suites Kings Cross St Pancras,7.5,Location Shower was terrible Hairdryer in room did not work
251,Simply Rooms Suites,5.4,Staff were unhelpful and despite booking a late check out were trying to chase us out of the room
252,St Pancras Renaissance Hotel London,9.2,The staff was extraordinarily helpful and friendly very accommodating to our needs we had a wheelchair with us and just fabulous The rooms were rather warm and the air conditioning was difficult to adjust as the windo...
253,Holiday Inn London Kensington Forum,10.0,Excellent location room was quiet great breakfast
254,Park Grand London Kensington,9.2,Lovely staff easy to find really close to the tube station at only a 2 minute walk No parking available at this hotel however another hotel just a five minute walk away did offer paid parking
255,Hampton by Hilton Amsterdam Centre East,6.7,Brand new hotel 1 Too small breakfast area overcrowded nonstop during the breakfast time 2 Poor breakfast eg cucumbers felt as if they were frozen prior to being served no fish no fresh juices 3 No slippers in rooms 4...
256,Glam Milano,6.3,Location short walk from station Plenty of restaurants near by Check in process was poor A long wait while one agent dealt with a concierge style request and the other answered the phone The room was very poorly lit w...
257,Royal Saint Honore,9.2,Staff helpful easy access to main sights metro and a main railway station Excellent variety of restaurants and bars nearby All good
258,Best Western Ducs de Bourgogne,7.1,Had booked classic double room which is really really small and not worth the price that we paid 296 300 Euro roughly for 2 nights We had to move to superior bedroom at our own cost 14 euro extra per night the bed is ...
259,Oceania Paris Porte De Versailles,6.7,Staff were very friendly and helpful Swimming pool was cold Breakfast could have had more variety Bedroom was on the small side
260,Haymarket Hotel,10.0,The staff here were excellent and efficient I had my suit pressed within 15 minutes and the room service was fantastic Loved everything
261,Barcelona Hotel Colonial,10.0,Everything
262,Doubletree by Hilton London Kensington,8.3,The room was very very small I was desapointed No Channel on tv in french
263,Crowne Plaza London Docklands,6.3,Facilities Room service
264,Hotel VIU Milan,10.0,Everything was perfect We reserved queen size room but we get junior apartman Everything was great Breakfast delight All good
265,Ayre Hotel Caspe,9.2,The room was really nice the staff very helpful and the location was great The tiles in the shower had been painted over and it was peeling extensively which looked horrible There was also a shower over the bath which...
266,Britannia International Hotel Canary Wharf,8.8,Comfortable Room with great view Paying for Wi Fi Outside Windows still need cleaning this detracts from some stunning views
267,Bcn Urban Hotels Gran Rosellon,8.8,Nice hotel with friendly staff Good location 5 minutes to Diagonal metro station 10 minutes to La Pedrera or Casa Battlo
